<!DOCTYPE tei.2  SYSTEM "c:\sgml\dtd\tei2.dtd" [
	<!ENTITY % TEI.corpus "INCLUDE">
	<!ENTITY % TEI.extensions.ent SYSTEM "sejong1.ent">
	<!ENTITY % TEI.extensions.dtd SYSTEM "sejong1.dtd"> ]>
<tei.2>
	<teiHeader>
		<fileDesc>
			<titleStmt>
				<title>한국민속의 세계 1권</title>
				<author>고려대학교 민족문화연구원</author>
				<sponsor>국립국어원</sponsor>
				<respStmt>
					<resp>문헌입력, 표준화, 형태 정보 부착</resp>
					<name>고려대학교 민족문화연구원</name>
				</respStmt>
			</titleStmt>
			<extent>61967</extent>
			<publicationStmt>
				<distributor>국립국어원</distributor>
				<idno>BTHO0372, 원본: BRHO0372</idno>
				<availability><p>배포 불가</p></availability>
			</publicationStmt>
			<notesStmt>
				<note><p>21세기 세종계획 원시말뭉치에서 선정</p></note>
			</notesStmt>
			<sourceDesc>
				<bibl>
					<author>고려대학교 민족문화연구원</author>
					<title>한국민속의 세계 1권</title>
					<pubPlace>서울</pubPlace>
					<publisher>고려대학교 민족문화연구원</publisher>
					<date>2001</date>
				</bibl>
			</sourceDesc>
		</fileDesc>
		<encodingDesc>
			<projectDesc><p>21세기 세종계획 형태분석  말뭉치 구축 및 정제</p></projectDesc>
			<samplingDecl><p>21세기 세종계획 형태분석 말뭉치 파일 구축, 오류 수정 및 일관성 검사</p></samplingDecl>
			<editorialDecl><p>21세기 세종계획 원시 말뭉치 구축 지침(2004-1), 형태분석 말뭉치 구축지침(2005-1)에 따른 오류 수정 및 일관성 검사</p></editorialDecl>
		</encodingDesc>
		<profileDesc>
			<creation>
				<date>2003</date>
			</creation>
			<langUsage>
				<language id=KO usage=99>한국어, 표준어</language>
			</langUsage>
			<textClass>
				<catRef scheme='SJ21' target='M1351'</catRef>
			</textClass>
		</profileDesc>
		<revisionDesc>
			<respStmt>
				<resp>프로젝트 책임자</resp>
				<name>김흥규</name>
			</respStmt>
			<change>
				<date>2007</date>
				<respStmt>
					<resp>연구책임자</resp>
					<name>김흥규</name>
					<resp>연구원</resp>
					<name>강범모, 홍정하</name>
					<resp>연구보조원</resp>
					<name>김민지, 김보라, 김승우, 김윤희, 김주영, 여형옥, 왕정미, 정연주, 최민우, 허영진</name>
				</respStmt>
				<item>21세기 세종계획 원시 말뭉치 구축 지침(2004-1), 형태분석 말뭉치 구축지침(2005-1)에 따른 형태 정보 부착</item>
			</change>
		</revisionDesc>
	</teiHeader>
<text>
<body>
<head>
9BTHO0372-0000010	2.	2/SN + ./SF
9BTHO0372-0000840	영향을	영향/NNG + 을/JKO
9BTHO0372-0000850	받고	받/VV + 고/EC
9BTHO0372-0000860	변화한다.	변화/NNG + 하/XSV + ㄴ다/EF + ./SF
9BTHO0372-0000870	우리	우리/NP
9BTHO0372-0000880	나라의	나라/NNG + 의/JKG
9BTHO0372-0000890	가족은	가족/NNG + 은/JX
9BTHO0372-0000900	조선시대	조선/NNP + 시대/NNG
9BTHO0372-0000910	중엽인	중엽/NNG + 이/VCP + ㄴ/ETM
9BTHO0372-0000920	17세기	17/SN + 세기/NNG
9BTHO0372-0000930	전후로	전후/NNG + 로/JKB
9BTHO0372-0000940	하여	하/VV + 아/EC
9BTHO0372-0000950	획기적인	획기적/NNG + 이/VCP + ㄴ/ETM
9BTHO0372-0000960	변화가	변화/NNG + 가/JKS
9BTHO0372-0000970	나타난다.	나타나/VV + ㄴ다/EF + ./SF
9BTHO0372-0000980	한국	한국/NNP
9BTHO0372-0000990	가족의	가족/NNG + 의/JKG
9BTHO0372-0001000	역사적	역사/NNG + 적/XSN
9BTHO0372-0001010	변천에	변천/NNG + 에/JKB
9BTHO0372-0001020	대한	대하/VV + ㄴ/ETM
9BTHO0372-0001030	연구가	연구/NNG + 가/JKS
9BTHO0372-0001040	활발하지	활발/XR + 하/XSA + 지/EC
9BTHO0372-0001050	못한	못하/VX + ㄴ/ETM
9BTHO0372-0001060	이유는	이유/NNG + 는/JX
9BTHO0372-0001070	우선	우선/MAG
9BTHO0372-0001080	역사적	역사/NNG + 적/XSN
9BTHO0372-0001090	자료의	자료/NNG + 의/JKG
9BTHO0372-0001100	한계라	한계/NNG + 이/VCP + 라/EC
9BTHO0372-0001110	할	하/VV + ㄹ/ETM
9BTHO0372-0001120	수	수/NNB
9BTHO0372-0001130	있다.	있/VV + 다/EF + ./SF
9BTHO0372-0001140	그나마	그나마/MAG
9BTHO0372-0001150	이제까지	이제/NNG + 까지/JX
9BTHO0372-0001160	남아	남/VV + 아/EC
9BTHO0372-0001170	있는	있/VX + 는/ETM
9BTHO0372-0001180	자료는	자료/NNG + 는/JX
9BTHO0372-0001190	왕실을	왕실/NNG + 을/JKO
9BTHO0372-0001200	비롯한	비롯/XR + 하/XSV + ㄴ/ETM
9BTHO0372-0001210	지배	지배/NNG
9BTHO0372-0001220	계층에	계층/NNG + 에/JKB
9BTHO0372-0001230	대한	대하/VV + ㄴ/ETM
9BTHO0372-0001240	자료이며	자료/NNG + 이/VCP + 며/EC
9BTHO0372-0001250	실제로	실제로/MAG
9BTHO0372-0001260	그	그/MM
9BTHO0372-0001270	시대의	시대/NNG + 의/JKG
9BTHO0372-0001280	주류를	주류/NNG + 를/JKO
9BTHO0372-0001290	이루었던	이루/VV + 었/EP + 던/ETM
9BTHO0372-0001300	민중에	민중/NNG + 에/JKB
9BTHO0372-0001310	대한	대하/VV + ㄴ/ETM
9BTHO0372-0001320	자료는	자료/NNG + 는/JX
9BTHO0372-0001330	찾아보기	찾아보/VV + 기/ETN
9BTHO0372-0001340	어렵다.	어렵/VA + 다/EF + ./SF
9BTHO0372-0001350	시대를	시대/NNG + 를/JKO
9BTHO0372-0001360	소급해	소급/NNG + 하/XSV + 아/EC
9BTHO0372-0001370	올라갈수록	올라가/VV + ㄹ수록/EC
9BTHO0372-0001380	더욱	더욱/MAG
9BTHO0372-0001390	그러하다.	그러/XR + 하/XSA + 다/EF + ./SF
9BTHO0372-0001400	그러므로	그러므로/MAJ
9BTHO0372-0001410	한정된	한정/NNG + 되/XSV + ㄴ/ETM
9BTHO0372-0001420	자료를	자료/NNG + 를/JKO
9BTHO0372-0001430	통해	통하/VV + 아/EC
9BTHO0372-0001440	시대	시대/NNG
9BTHO0372-0001450	변화의	변화/NNG + 의/JKG
9BTHO0372-0001460	흐름을	흐름/NNG + 을/JKO
9BTHO0372-0001470	파악하는	파악/NNG + 하/XSV + 는/ETM
9BTHO0372-0001480	것은	것/NNB + 은/JX
9BTHO0372-0001490	불가피한	불가피/XR + 하/XSA + ㄴ/ETM
9BTHO0372-0001500	일이다.	일/NNG + 이/VCP + 다/EF + ./SF
</p>
<p>
9BTHO0372-0001510	그리하여	그리/MAG + 하/XSV + 아/EC
9BTHO0372-0001520	먼저	먼저/MAG
9BTHO0372-0001530	우리	우리/NP
9BTHO0372-0001540	나라의	나라/NNG + 의/JKG
9BTHO0372-0001550	가족생활이	가족생활/NNG + 이/JKS
9BTHO0372-0001560	역사적으로	역사/NNG + 적/XSN + 으로/JKB
9BTHO0372-0001570	어떠한	어떠/XR + 하/XSA + ㄴ/ETM
9BTHO0372-0001580	변천과정을	변천/NNG + 과정/NNG + 을/JKO
9BTHO0372-0001590	겪어	겪/VV + 어/EC
9BTHO0372-0001600	왔는가를	오/VX + 았/EP + 는가/EC + 를/JKO
9BTHO0372-0001610	17세기라고	17/SN + 세기/NNG + 이/VCP + 라고/EC
9BTHO0372-0001620	하는	하/VV + 는/ETM
9BTHO0372-0001630	가족변화의	가족/NNG + 변화/NNG + 의/JKG
9BTHO0372-0001640	분기점을	분기점/NNG + 을/JKO
9BTHO0372-0001650	중심으로	중심/NNG + 으로/JKB
9BTHO0372-0001660	그	그/MM
9BTHO0372-0001670	전·후를	전/NNG + ·/SP + 후/NNG + 를/JKO
9BTHO0372-0001680	비교해	비교/NNG + 하/XSV + 아/EC
9BTHO0372-0001690	본다.	보/VV + ㄴ다/EF + ./SF
9BTHO0372-0001700	고려	고려/NNP
9BTHO0372-0001710	이전의	이전/NNG + 의/JKG
9BTHO0372-0001720	가족과	가족/NNG + 과/JC
9BTHO0372-0001730	17세기	17/SN + 세기/NNG
9BTHO0372-0001740	이후	이후/NNG
9BTHO0372-0001750	부계씨족을	부계/NNG + 씨족/NNG + 을/JKO
9BTHO0372-0001760	형성한	형성/NNG + 하/XSV + ㄴ/ETM
9BTHO0372-0001770	이른바	이른바/MAG
9BTHO0372-0001780	통념으로	통념/NNG + 으로/JKB
9BTHO0372-0001790	알려진	알리/VV + 어/EC + 지/VX + ㄴ/ETM
9BTHO0372-0001800	조선시대의	조선/NNP + 시대/NNG + 의/JKG
9BTHO0372-0001810	전통적	전통/NNG + 적/XSN
9BTHO0372-0001820	부계가족의	부계/NNG + 가족/NNG + 의/JKG
9BTHO0372-0001830	가족생활을	가족생활/NNG + 을/JKO
9BTHO0372-0001840	살펴본다.	살펴보/VV + ㄴ다/EF + ./SF
9BTHO0372-0001850	이어서	이어서/MAG
9BTHO0372-0001860	한국가족의	한국/NNP + 가족/NNG + 의/JKG
9BTHO0372-0001870	성격을	성격/NNG + 을/JKO
9BTHO0372-0001880	'효	'/SS + 효/NNG
9BTHO0372-0001890	사상',	사상/NNG + '/SS + ,/SP
9BTHO0372-0001900	가부장제와	가부장/NNG + 제/XSN + 와/JC
9BTHO0372-0001910	여성의	여성/NNG + 의/JKG
9BTHO0372-0001920	지위,	지위/NNG + ,/SP
9BTHO0372-0001930	'집'의	'/SS + 집/NNG + '/SS + 의/JKG
9BTHO0372-0001940	관념을	관념/NNG + 을/JKO
9BTHO0372-0001950	통해	통하/VV + 아/EC
9BTHO0372-0001960	밝혀	밝히/VV + 어/EC
9BTHO0372-0001970	보고,	보/VX + 고/EC + ,/SP
9BTHO0372-0001980	또한	또한/MAG
9BTHO0372-0001990	가족가치관의	가족/NNG + 가치관/NNG + 의/JKG
9BTHO0372-0002000	변화	변화/NNG
9BTHO0372-0002010	양상을	양상/NNG + 을/JKO
9BTHO0372-0002020	논의해	논의/NNG + 하/XSV + 아/EC
9BTHO0372-0002030	본다.	보/VX + ㄴ다/EF + ./SF
</p>
<p>
9BTHO0372-0002040	광복	광복/NNG
9BTHO0372-0002050	후	후/NNG
9BTHO0372-0002060	한국사회는	한국/NNP + 사회/NNG + 는/JX
9BTHO0372-0002070	사상	사상/NNG
9BTHO0372-0002080	유례없는	유례없/VA + 는/ETM
9BTHO0372-0002090	빠른	빠르/VA + ㄴ/ETM
9BTHO0372-0002100	속도로	속도/NNG + 로/JKB
9BTHO0372-0002110	진행된	진행/NNG + 되/XSV + ㄴ/ETM
9BTHO0372-0002120	산업화	산업/NNG + 화/XSN
9BTHO0372-0002130	및	및/MAG
9BTHO0372-0002140	도시화를	도시/NNG + 화/XSN + 를/JKO
9BTHO0372-0002150	거치면서	거치/VV + 면서/EC
9BTHO0372-0002160	사회의	사회/NNG + 의/JKG
9BTHO0372-0002170	기본적	기본/NNG + 적/XSN
9BTHO0372-0002180	단위이며	단위/NNG + 이/VCP + 며/EC
9BTHO0372-0002190	제도체인	제도체/NNG + 이/VCP + ㄴ/ETM
9BTHO0372-0002200	가족의	가족/NNG + 의/JKG
9BTHO0372-0002210	생태적	생태/NNG + 적/XSN
9BTHO0372-0002220	환경이	환경/NNG + 이/JKS
9BTHO0372-0002230	많은	많/VA + 은/ETM
9BTHO0372-0002240	측면에서	측면/NNG + 에서/JKB
9BTHO0372-0002250	변모되었다.	변모/NNG + 되/XSV + 었/EP + 다/EF + ./SF
9BTHO0372-0002260	가족은	가족/NNG + 은/JX
9BTHO0372-0002270	하나의	하나/NR + 의/JKG
9BTHO0372-0002280	독립된	독립/NNG + 되/XSV + ㄴ/ETM
9BTHO0372-0002290	제도체가	제도체/NNG + 가/JKC
9BTHO0372-0002300	아니라	아니/VCN + 라/EC
9BTHO0372-0002310	그	그/MM
9BTHO0372-0002320	사회	사회/NNG
9BTHO0372-0002330	문화체계의	문화/NNG + 체계/NNG + 의/JKG
9BTHO0372-0002340	한	한/MM
9BTHO0372-0002350	부분이며	부분/NNG + 이/VCP + 며/EC
9BTHO0372-0002360	그	그/MM
9BTHO0372-0002370	체계	체계/NNG
9BTHO0372-0002380	속에	속/NNG + 에/JKB
9BTHO0372-0002390	있는	있/VV + 는/ETM
9BTHO0372-0002400	다른	다른/MM
9BTHO0372-0002410	제도체들과	제도체/NNG + 들/XSN + 과/JKB
9BTHO0372-0002420	상호의존적인	상호/NNG + 의존/NNG + 적/XSN + 이/VCP + ㄴ/ETM
9BTHO0372-0002430	관계를	관계/NNG + 를/JKO
9BTHO0372-0002440	하고	하/VV + 고/EC
9BTHO0372-0002450	있기	있/VX + 기/ETN
9BTHO0372-0002460	때문에	때문/NNB + 에/JKB
9BTHO0372-0002470	사회가	사회/NNG + 가/JKS
9BTHO0372-0002480	변화하면	변화/NNG + 하/XSV + 면/EC
9BTHO0372-0002490	가족	가족/NNG
9BTHO0372-0002500	역시	역시/MAG
9BTHO0372-0002510	이에	이/NP + 에/JKB
9BTHO0372-0002520	상응하여	상응/NNG + 하/XSV + 아/EC
9BTHO0372-0002530	변화한다.	변화/NNG + 하/XSV + ㄴ다/EF + ./SF
9BTHO0372-0002540	한	한/MM
9BTHO0372-0002550	시대의	시대/NNG + 의/JKG
9BTHO0372-0002560	가족생활은	가족생활/NNG + 은/JX
9BTHO0372-0002570	구성원들의	구성원/NNG + 들/XSN + 의/JKG
9BTHO0372-0002580	행위를	행위/NNG + 를/JKO
9BTHO0372-0002590	통해서	통하/VV + 아서/EC
9BTHO0372-0002600	표현되는	표현/NNG + 되/XSV + 는/ETM
9BTHO0372-0002610	것이지만,	것/NNB + 이/VCP + 지만/EC + ,/SP
9BTHO0372-0002620	시간을	시간/NNG + 을/JKO
9BTHO0372-0002630	통해서	통하/VV + 아서/EC
9BTHO0372-0002640	본다면	보/VV + ㄴ다면/EC
9BTHO0372-0002650	세대(世代)가	세대/NNG + (/SS + 世代/SH + )/SS + 가/JKS
9BTHO0372-0002660	바뀜에	바뀌/VV + ㅁ/ETN + 에/JKB
9BTHO0372-0002670	따라	따르/VV + 아/EC
9BTHO0372-0002680	가족생활의	가족생활/NNG + 의/JKG
9BTHO0372-0002690	전통은	전통/NNG + 은/JX
9BTHO0372-0002700	새로운	새롭/VA + ㄴ/ETM
9BTHO0372-0002710	사회문화적인	사회/NNG + 문화/NNG + 적/XSN + 이/VCP + ㄴ/ETM
9BTHO0372-0002720	상황에	상황/NNG + 에/JKB
9BTHO0372-0002730	따라	따르/VV + 아/EC
9BTHO0372-0002740	변모를	변모/NNG + 를/JKO
9BTHO0372-0002750	보이며	보이/VV + 며/EC
9BTHO0372-0002760	이어진다.	이어지/VV + ㄴ다/EF + ./SF
9BTHO0372-0002770	현재의	현재/NNG + 의/JKG
9BTHO0372-0002780	한국인의	한국인/NNG + 의/JKG
9BTHO0372-0002790	가족생활에서	가족생활/NNG + 에서/JKB
9BTHO0372-0002800	많은	많/VA + 은/ETM
9BTHO0372-0002810	전통적인	전통/NNG + 적/XSN + 이/VCP + ㄴ/ETM
9BTHO0372-0002820	요소들을	요소/NNG + 들/XSN + 을/JKO
9BTHO0372-0002830	찾아볼	찾아보/VV + ㄹ/ETM
9BTHO0372-0002840	수	수/NNB
9BTHO0372-0002850	있는	있/VV + 는/ETM
9BTHO0372-0002860	것도	것/NNB + 도/JX
9BTHO0372-0002870	이러한	이러/XR + 하/XSA + ㄴ/ETM
9BTHO0372-0002880	문화과정의	문화/NNG + 과정/NNG + 의/JKG
9BTHO0372-0002890	성격을	성격/NNG + 을/JKO
9BTHO0372-0002900	말해	말/NNG + 하/XSV + 아/EC
9BTHO0372-0002910	주고	주/VX + 고/EC
9BTHO0372-0002920	있다.	있/VX + 다/EF + ./SF
</p>
<p>
9BTHO0372-0002930	한편	한편/MAG
9BTHO0372-0002940	익명의	익명/NNG + 의/JKG
9BTHO0372-0002950	도시생활이	도시/NNG + 생활/NNG + 이/JKS
9BTHO0372-0002960	보편화되면서	보편/NNG + 화/XSN + 되/XSV + 면서/EC
9BTHO0372-0002970	농경사회의	농경/NNG + 사회/NNG + 의/JKG
9BTHO0372-0002980	자연적	자연/NNG + 적/XSN
9BTHO0372-0002990	조건에서	조건/NNG + 에서/JKB
9BTHO0372-0003000	서로	서로/MAG
9BTHO0372-0003010	상부상조하던	상부상조/NNG + 하/XSV + 던/ETM
9BTHO0372-0003020	생활의	생활/NNG + 의/JKG
9BTHO0372-0003030	변모는	변모/NNG + 는/JX
9BTHO0372-0003040	더욱	더욱/MAG
9BTHO0372-0003050	두드러진다.	두드러지/VV + ㄴ다/EF + ./SF
9BTHO0372-0003060	이에	이/NP + 에/JKB
9BTHO0372-0003070	전통과의	전통/NNG + 과/JKB + 의/JKG
9BTHO0372-0003080	단절이	단절/NNG + 이/JKS
9BTHO0372-0003090	여러가지	여러/MM + 가지/NNB
9BTHO0372-0003100	인간생활의	인간/NNG + 생활/NNG + 의/JKG
9BTHO0372-0003110	부조화를	부/XPN + 조화/NNG + 를/JKO
9BTHO0372-0003120	노출시키고	노출/NNG + 시키/XSV + 고/EC
9BTHO0372-0003130	있는	있/VX + 는/ETM
9BTHO0372-0003140	현실에서	현실/NNG + 에서/JKB
9BTHO0372-0003150	올바른	올바르/VA + ㄴ/ETM
9BTHO0372-0003160	전통에	전통/NNG + 에/JKB
9BTHO0372-0003170	대한	대하/VV + ㄴ/ETM
9BTHO0372-0003180	이해와	이해/NNG + 와/JC
9BTHO0372-0003190	인식은	인식/NNG + 은/JX
9BTHO0372-0003200	오늘의	오늘/NNG + 의/JKG
9BTHO0372-0003210	갈등을	갈등/NNG + 을/JKO
9BTHO0372-0003220	해결하는	해결/NNG + 하/XSV + 는/ETM
9BTHO0372-0003230	실마리가	실마리/NNG + 가/JKC
9BTHO0372-0003240	될	되/VV + ㄹ/ETM
9BTHO0372-0003250	수	수/NNB
9BTHO0372-0003260	있다고	있/VV + 다고/EC
9BTHO0372-0003270	본다.	보/VV + ㄴ다/EF + ./SF
</p>
<head>
9BTHO0372-0003280	1)	1/SN + )/SS
9BTHO0372-0003290	17세기	17/SN + 세기/NNG
9BTHO0372-0003300	이전	이전/NNG
9BTHO0372-0003310	가족생활의	가족생활/NNG + 의/JKG
9BTHO0372-0003320	변천	변천/NNG
</head>
<head>
9BTHO0372-0003330	(1)	(/SS + 1/SN + )/SS
9BTHO0372-0003340	'처가살이혼'으로	'/SS + 처가살이혼/NNG + '/SS + 으로/JKB
9BTHO0372-0003350	시작하는	시작/NNG + 하/XSV + 는/ETM
9BTHO0372-0003360	가족생활	가족생활/NNG
</head>
<p>
9BTHO0372-0003370	삼국지(三國志)	삼국지/NNP + (/SS + 三國志/SH + )/SS
9BTHO0372-0003380	위지	위지/NNP
9BTHO0372-0003390	동이전	동이전/NNP
9BTHO0372-0003400	고구려	고구려/NNP
9BTHO0372-0003410	가족생활에	가족생활/NNG + 에/JKB
9BTHO0372-0003420	대한	대하/VV + ㄴ/ETM
9BTHO0372-0003430	아래의	아래/NNG + 의/JKG
9BTHO0372-0003440	기록이	기록/NNG + 이/JKS
9BTHO0372-0003450	있다.	있/VV + 다/EF + ./SF
</p>
<q>
9BTHO0372-0003460	혼인하기로	혼인/NNG + 하/XSV + 기/ETN + 로/JKB
9BTHO0372-0003470	언약하면	언약/NNG + 하/XSV + 면/EC
9BTHO0372-0003480	여자집에서는	여자/NNG + 집/NNG + 에서/JKB + 는/JX
9BTHO0372-0003490	큰	크/VA + ㄴ/ETM
9BTHO0372-0003500	집	집/NNG
9BTHO0372-0003510	뒤에	뒤/NNG + 에/JKB
9BTHO0372-0003520	작은	작/VA + 은/ETM
9BTHO0372-0003530	집을	집/NNG + 을/JKO
9BTHO0372-0003540	짓는데	짓/VV + 는데/EC
9BTHO0372-0003550	이것을	이것/NP + 을/JKO
